NGC 2682 Sand 978 b,692.8694
NGC 2682 YBP 1194 b,101.7056
NGC 2682 YBP 1514 b,127.132
NGC 2682 YBP 401 b,146.2018
Pr0201 b,171.6282
Pr0211 b,597.5204
Pr0211 c,2475.8957
Proxima Cen b,1.07
Ross 128 b,1.4
Ross 508 b,4
TAP 26 b,527.5978
TOI-1052 c,34.3
TOI-1062 c,9.78
TOI-1272 c,26.7
TOI-1288 c,84
TOI-1338 c,65.2
TOI-1444 c,11.8
TOI-1669 b,182.11568
TOI-1694 c,333.71983
TOI-4010 e,692
TOI-431 c,2.83
TOI-500 c,5.03
TOI-500 d,33.12
TOI-500 e,15.05
TOI-969 c,3591.461
TYC 0434-04538-1 b,1938.763
TYC 1422-614-1 b,794.5
TYC 1422-614-1 c,3178
TYC 2187-512-1 b,104.88337
TYC 3318-01333-1 b,1086.9786
TYC 3667-1280-1 b,1716.282
TYC 4282-00605-1 b,3426.2074
Teegarden's Star b,1.05
Teegarden's Star c,1.11
WASP-107 c,115
WASP-41 c,1010.6994
WASP-53 c,5196.5205
WASP-8 c,3003.37
WASP-94 B b,196.411
Wolf 1061 b,1.91
Wolf 1061 c,3.41
Wolf 1061 d,7.7
Wolf 1069 b,1.26
XO-2 S b,82.6358
XO-2 S c,435.409
YZ Cet b,0.7
YZ Cet c,1.14
YZ Cet d,1.09
alf Ari b,572.07
alf Tau b,2056.3601
bet Cnc b,2479
bet UMi b,1938.7
eps CrB b,2129.461
eps Tau b,2285.18625
gam Lib b,357.87479
gam Lib c,1662.5604
gam Psc b,425.89007
gam1 Leo b,2790.43
iot Dra b,3756.73177
iot Dra c,4958.12315
mu Leo b,762.8
ome Ser b,233.92171
omi CrB b,355.96782
omi UMa b,1160.39151
pi Men d,13.38
psi1 Dra B b,486.2799
rho CrB b,347.38645
rho CrB c,28.2
rho CrB d,21.6
rho CrB e,3.79
tau Cet e,3.93
tau Cet f,3.93
tau Cet g,1.75
tau Cet h,1.83
tau Gem b,6547
ups Leo b,162.09249
xi Aql b,616.90494
